Arquivo;Reuniao;Data (AAAA/MM);Tema_Classificado;Ocorrencias;Relevancia_(%);Palavras_Chave_Ativadas;Trecho_Prova_(Auditoria)
15_2015_Pleno_ordin_ata.pdf;15ª Reunião Ordinária;2015;Transporte Escolar e Fretamento;6;7.4;escolar;"Camargo Organização: CMTT – Rede Butantã Resumo da fala: Implantar faixas preferenciais para taxi com passageiros, ônibus fretados com passageiros, van escolar com passageiros, veículos oficiais e veículos comuns com 3 pessoas, em todas vias de no mínimo 3 faixas, sendo uma exclusiva para ônibus públicos regulares; CET realizar campanhas para deixar claro a preferência do pedestre nas conversões dos veículos, já que 90% das esquinas da cidade não tem faixas. [...] Debate – Semáforos para pedestres – prioridade Donay Neto Organização: Sindicato Transporte Escolar Email: donayneto@hotmail.com Resumo da fala: Como está o cronograma do PlanMob no âmbito da Sec."
16_2015_Pleno_ordin_ata.pdf;16ª Reunião Ordinária;2015;Transporte Individual: Táxis;8;34.8;alvara, dtp, taxi;RELATÓRIO 16ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 18/12/2015 Reunião dos Conselhos Administrativos ( CONSADs CET e SPTrans) Realizada no Conselho Regional e Contabilidade- CRC – Rua Rosa e Silva- 60 Programação: 15h30 - Recepção dos conselheiros e convidados 15h45 - Abertura (com 50% mais um dos conselheiros) 16h00 - Abertura (com qualquer número de conselheiros presentes) 16h05 – Palavra livre 16h35 – Apresentação do Plano Municipal de Mobilidade PlanMob/2015 17h35 – Encaminhamentos e encerramento Composição da Mesa: Jilmar Tatto – presidente CMTT Marianne Pinotti – Secretária da Pessoa com Deficiência Ana Carolina – Representante da Câmara Temática de Mobilidade a Pé Donay Neto – Conselheiro Suplente cadeira transporte Escolar Daniel Telles- Diretor DTP Josias Lech – Secretário Executivo do CMTT ABERTURA O presidente Jilmar Tatto realizou a abertura dando início à palavra livre PALAVRA LIVRE Participaram da palavra livre os operadores dos serviços de transporte escolar, e tiveram suas dúvidas esclarecidas pela mesa e acolhidas suas demandas pela equipe executiva do CMTT Considerações da mesa: Secretária Marianne Pinotti (Secretaria Municipal da Pessoa com Deficiência) – Agradeceu a presença de todos e expôs sua felicidade pela implantação de um Plano de Mobilidade tão acessível. [...] Ele comentou das dificuldades e melhorias da Cidade de São Paulo nesse ano de 2015, como as faixas exclusivas, ciclovias, regulamentação de táxi, redução da velocidade nas vias, entre outros.
16_2015_Pleno_ordin_ata.pdf;16ª Reunião Ordinária;2015;Transporte Escolar e Fretamento;5;21.7;escolar, teg;RELATÓRIO 16ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 18/12/2015 Reunião dos Conselhos Administrativos ( CONSADs CET e SPTrans) Realizada no Conselho Regional e Contabilidade- CRC – Rua Rosa e Silva- 60 Programação: 15h30 - Recepção dos conselheiros e convidados 15h45 - Abertura (com 50% mais um dos conselheiros) 16h00 - Abertura (com qualquer número de conselheiros presentes) 16h05 – Palavra livre 16h35 – Apresentação do Plano Municipal de Mobilidade PlanMob/2015 17h35 – Encaminhamentos e encerramento Composição da Mesa: Jilmar Tatto – presidente CMTT Marianne Pinotti – Secretária da Pessoa com Deficiência Ana Carolina – Representante da Câmara Temática de Mobilidade a Pé Donay Neto – Conselheiro Suplente cadeira transporte Escolar Daniel Telles- Diretor DTP Josias Lech – Secretário Executivo do CMTT ABERTURA O presidente Jilmar Tatto realizou a abertura dando início à palavra livre PALAVRA LIVRE Participaram da palavra livre os operadores dos serviços de transporte escolar, e tiveram suas dúvidas esclarecidas pela mesa e acolhidas suas demandas pela equipe executiva do CMTT Considerações da mesa: Secretária Marianne Pinotti (Secretaria Municipal da Pessoa com Deficiência) – Agradeceu a presença de todos e expôs sua felicidade pela implantação de um Plano de Mobilidade tão acessível. [...] Donay (Conselheiro representando Transportador Escolar) – Comentou sobre o impacto negativo que o credenciamento do novo modelo do TEG/SP vai trazer para eles, propôs a suspensão do credenciamento e a criação de um canal de comunicação efetivo, como uma câmara temática, para solucionar os problemas e eliminar as comissões.
16_2015_Pleno_ordin_ata.pdf;16ª Reunião Ordinária;2015;Composição e Governança do Conselho;3;13.0;conselheiro, conselho;RELATÓRIO 16ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 18/12/2015 Reunião dos Conselhos Administrativos ( CONSADs CET e SPTrans) Realizada no Conselho Regional e Contabilidade- CRC – Rua Rosa e Silva- 60 Programação: 15h30 - Recepção dos conselheiros e convidados 15h45 - Abertura (com 50% mais um dos conselheiros) 16h00 - Abertura (com qualquer número de conselheiros presentes) 16h05 – Palavra livre 16h35 – Apresentação do Plano Municipal de Mobilidade PlanMob/2015 17h35 – Encaminhamentos e encerramento Composição da Mesa: Jilmar Tatto – presidente CMTT Marianne Pinotti – Secretária da Pessoa com Deficiência Ana Carolina – Representante da Câmara Temática de Mobilidade a Pé Donay Neto – Conselheiro Suplente cadeira transporte Escolar Daniel Telles- Diretor DTP Josias Lech – Secretário Executivo do CMTT ABERTURA O presidente Jilmar Tatto realizou a abertura dando início à palavra livre PALAVRA LIVRE Participaram da palavra livre os operadores dos serviços de transporte escolar, e tiveram suas dúvidas esclarecidas pela mesa e acolhidas suas demandas pela equipe executiva do CMTT Considerações da mesa: Secretária Marianne Pinotti (Secretaria Municipal da Pessoa com Deficiência) – Agradeceu a presença de todos e expôs sua felicidade pela implantação de um Plano de Mobilidade tão acessível. [...] Donay (Conselheiro representando Transportador Escolar) – Comentou sobre o impacto negativo que o credenciamento do novo modelo do TEG/SP vai trazer para eles, propôs a suspensão do credenciamento e a criação de um canal de comunicação efetivo, como uma câmara temática, para solucionar os problemas e eliminar as comissões.
16_2015_Pleno_ordin_ata.pdf;16ª Reunião Ordinária;2015;Mobilidade Urbana: Organização Geral e Prestação de Contas;2;8.7;plano de mobilidade;RELATÓRIO 16ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 18/12/2015 Reunião dos Conselhos Administrativos ( CONSADs CET e SPTrans) Realizada no Conselho Regional e Contabilidade- CRC – Rua Rosa e Silva- 60 Programação: 15h30 - Recepção dos conselheiros e convidados 15h45 - Abertura (com 50% mais um dos conselheiros) 16h00 - Abertura (com qualquer número de conselheiros presentes) 16h05 – Palavra livre 16h35 – Apresentação do Plano Municipal de Mobilidade PlanMob/2015 17h35 – Encaminhamentos e encerramento Composição da Mesa: Jilmar Tatto – presidente CMTT Marianne Pinotti – Secretária da Pessoa com Deficiência Ana Carolina – Representante da Câmara Temática de Mobilidade a Pé Donay Neto – Conselheiro Suplente cadeira transporte Escolar Daniel Telles- Diretor DTP Josias Lech – Secretário Executivo do CMTT ABERTURA O presidente Jilmar Tatto realizou a abertura dando início à palavra livre PALAVRA LIVRE Participaram da palavra livre os operadores dos serviços de transporte escolar, e tiveram suas dúvidas esclarecidas pela mesa e acolhidas suas demandas pela equipe executiva do CMTT Considerações da mesa: Secretária Marianne Pinotti (Secretaria Municipal da Pessoa com Deficiência) – Agradeceu a presença de todos e expôs sua felicidade pela implantação de um Plano de Mobilidade tão acessível. [...] Jilmar Tatto (Secretário de Transporte) – Comentou sobre o Plano de Mobilidade e sua previsão de 15 anos para a entrega, a decisão do prefeito Fernando Haddad de fazer um decreto para que não haja alterações e falou da importância do povo em monitorar as próximas gestões para que o PlanMob não desvie de sua rota.
17_2016_Pleno_ordin_ata.pdf;17ª Reunião Ordinária;2016;Composição e Governança do Conselho;24;45.3;conselheiro, conselho, eleic, representante;RELATÓRIO 17ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 03/03/2016 Realizada na Biblioteca Mário de Andrade Programação: 08h30 - Recepção dos conselheiros e convidados 08h45 - Abertura (com 50% mais um dos conselheiros) 09h00 - Abertura (com qualquer número de conselheiros presentes) 09h05 – Palavra Livre 09h35 – A participação da mulher na Sociedade e na Gestão Pública e as diretrizes da Paridade de Gênero para as próximas eleições do CMTT – Denise Dau - Secretária de Politicas para as Mulheres 10h15 - Apresentação da proposta de reformulação e aumento das cadeiras do CMTT. [...] 10h30 – Debate dos Conselheiros e encaminhamentos sobre a eleição dos membros do CMTT 11h00 – Previsão de Encerramento Composição da Mesa: Denise Dau- Secretária Municipal de Políticas para as Mulheres - SMPM Patrícia Rodrigues da Silva- SMPM José Evaldo Gonçalo – Secretário Adjunto SMT Lurdinha Rodrigues – Conselheira titular cadeira de Operadores Transporte Escolar Joana Canedo – Cidade a Pé Luciana Berardi – Conselheira Titular CET Lucimara Gonçalves – Convidada taxista categoria Taxi Preto Josias Lech - Secretário Executivo do CMTT ABERTURA Reunião iniciada com 26 Cadeiras ocupadas por titulares ou suplentes, das 45 existentes, mais 6 suplentes presentes, sendo : 1.
17_2016_Pleno_ordin_ata.pdf;17ª Reunião Ordinária;2016;Transporte Público Coletivo;8;15.1;onibus, sptrans;José Ferreira dos Santos – SPTrans – Suplente 31. [...] Ana Odila Paiva de Souza – SPTrans – Titular 32.
17_2016_Pleno_ordin_ata.pdf;17ª Reunião Ordinária;2016;Mobilidade Ativa: Acessibilidade e Pedestres;7;13.2;acessibilidade, cadeirante, calcada;O sistema de mobilidade a pé deve ser considerado como uma rede de transporte que inclui uma infraestrutura básica constituída de calçada, mas também de travessias, mobiliário. [...] Nome: Meli Malatesta Organização: CT Mobilidade a Pé e Acessibilidade ANTP Resumo da fala: Parceria das políticas de mulheres e a Mobilidade a Pé, porque: - A maioria das viagens a pé é praticada por mulheres de acordo com as pesquisas de transporte - A mulher também sofre assédio no uso dos espaços públicos da mobilidade a pé Nome: Rafael Drummond Organização: Rede Butantã Resumo da fala: Esta próxima eleição ao CMTT é uma grande oportunidade para trazer a administração da mobilidade da cidade mais próxima à população.
17_2016_Pleno_ordin_ata.pdf;17ª Reunião Ordinária;2016;Estrutura e Organização da Rede Viária;5;9.4;cet, corredor;10h30 – Debate dos Conselheiros e encaminhamentos sobre a eleição dos membros do CMTT 11h00 – Previsão de Encerramento Composição da Mesa: Denise Dau- Secretária Municipal de Políticas para as Mulheres - SMPM Patrícia Rodrigues da Silva- SMPM José Evaldo Gonçalo – Secretário Adjunto SMT Lurdinha Rodrigues – Conselheira titular cadeira de Operadores Transporte Escolar Joana Canedo – Cidade a Pé Luciana Berardi – Conselheira Titular CET Lucimara Gonçalves – Convidada taxista categoria Taxi Preto Josias Lech - Secretário Executivo do CMTT ABERTURA Reunião iniciada com 26 Cadeiras ocupadas por titulares ou suplentes, das 45 existentes, mais 6 suplentes presentes, sendo : 1. [...] Luciana Andrea Accorsi Berardi – CET- Titular 23.
17_2016_Pleno_ordin_ata.pdf;17ª Reunião Ordinária;2016;Transporte Escolar e Fretamento;3;5.7;escolar;10h30 – Debate dos Conselheiros e encaminhamentos sobre a eleição dos membros do CMTT 11h00 – Previsão de Encerramento Composição da Mesa: Denise Dau- Secretária Municipal de Políticas para as Mulheres - SMPM Patrícia Rodrigues da Silva- SMPM José Evaldo Gonçalo – Secretário Adjunto SMT Lurdinha Rodrigues – Conselheira titular cadeira de Operadores Transporte Escolar Joana Canedo – Cidade a Pé Luciana Berardi – Conselheira Titular CET Lucimara Gonçalves – Convidada taxista categoria Taxi Preto Josias Lech - Secretário Executivo do CMTT ABERTURA Reunião iniciada com 26 Cadeiras ocupadas por titulares ou suplentes, das 45 existentes, mais 6 suplentes presentes, sendo : 1. [...] Nome: Osvaldo Luiz dos Reis Filito Organização: Transporte Escolar Resumo da fala:Liberação de faixa de ônibus para transporte escolar.
17_2016_Pleno_ordin_ata.pdf;17ª Reunião Ordinária;2016;Transporte Individual: Táxis;3;5.7;taxi, taxista;10h30 – Debate dos Conselheiros e encaminhamentos sobre a eleição dos membros do CMTT 11h00 – Previsão de Encerramento Composição da Mesa: Denise Dau- Secretária Municipal de Políticas para as Mulheres - SMPM Patrícia Rodrigues da Silva- SMPM José Evaldo Gonçalo – Secretário Adjunto SMT Lurdinha Rodrigues – Conselheira titular cadeira de Operadores Transporte Escolar Joana Canedo – Cidade a Pé Luciana Berardi – Conselheira Titular CET Lucimara Gonçalves – Convidada taxista categoria Taxi Preto Josias Lech - Secretário Executivo do CMTT ABERTURA Reunião iniciada com 26 Cadeiras ocupadas por titulares ou suplentes, das 45 existentes, mais 6 suplentes presentes, sendo : 1. [...] Nome: Marcos Kaue Ferreira de Queiroz Organização: Conselheiro Titular cadeira estudantes Secundaristas Resumo da fala:- A importância da participação das mulheres nos ambientes - A proposta de ter também essa discussão para os negros Nome: Antonio Matias _ Ceará Organização: Conselheiro Titular cadeira Sindicato dos taxistas Resumo da fala:- Defendeu a proposta 2 pois acha que a mulher pode compor conjuntamente as discussões, sendo uma oportunidade não de disputa, mas trazer para dentro do conselho toda a sociedade para aprofundar o debate.
18_2016_Pleno_ordin_ata.pdf;18ª Reunião Ordinária;2016;Composição e Governança do Conselho;28;40.6;conselheiro, conselho, eleic, regimento interno, representante;RELATÓRIO 18ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 28/04/2016 Realizada no Museu do Transporte – Avenida Cruzeiro do Sul, 780 - Canindé. [...] Programação:  08h30 - Recepção dos conselheiros e convidados  08h45 - Abertura (com 50% mais um dos conselheiros)  09h00 - Abertura (com qualquer número de conselheiros presentes)  09h10 - Palavra Livre  09h40 - 10h10 – Debate dos Conselheiros  11h00 – Previsão de Encerramento Composição da Mesa: Lurdinha Rodrigues – Conselheira Titular Operadores do Transporte Escolar - Presidiu a reunião.
